status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports,UMLS_ID
9,COL12A1,collagen type XII alpha 1 chain,,6,Rare Single Gene Mutation,3.0,0,,9,C1413572
9,COL28A1,collagen type XXVIII alpha 1 chain,,7,Rare Single Gene Mutation,2.0,0,,5,C1824774
9,CORO1A,coronin 1A,,16,Rare Single Gene Mutation,1.0,0,0.7,3,C1413622
9,CPEB4,cytoplasmic polyadenylation element binding protein 4,,5,"Rare Single Gene Mutation, Functional",2.0,0,,4,C1427737
9,CPSF7,cleavage and polyadenylation specific factor 7,,11,Rare Single Gene Mutation,1.0,0,,8,C2829186
9,CPT2,carnitine palmitoyltransferase 2,,1,Rare Single Gene Mutation,2.0,0,,5,C1413690
9,CPZ,carboxypeptidase Z,,4,Rare Single Gene Mutation,2.0,0,,5,C1413693
9,CREBBP,CREB binding protein,,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,1,31.35,44,C1337090
9,CRMP1,collapsin response mediator protein 1,,4,"Rare Single Gene Mutation, Functional",3.0,0,,9,C1413714
9,CSDE1,cold shock domain containing E1,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,15.55,9,C1824805
9,CSMD1,CUB and Sushi multiple domains 1,,8,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,25,C1422360
9,CSMD2,CUB and Sushi multiple domains 2,,1,"Rare Single Gene Mutation, Genetic Association",3.0,0,,9,C1426144
9,CSMD3,CUB and Sushi multiple domains 3,,8,"Rare Single Gene Mutation, Functional",3.0,0,,11,C1426145
9,CSNK1E,casein kinase 1 epsilon,,22,"Rare Single Gene Mutation, Functional",2.0,0,,8,C1413756
9,CSNK1G1,casein kinase 1 gamma 1,,15,"Rare Single Gene Mutation, Syndromic",3.0,1,,3,C1413757
9,CSNK2A1,casein kinase 2 alpha 1,,20,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,6.2,22,C1332796
9,CSNK2B,casein kinase 2 beta,,6,"Rare Single Gene Mutation, Syndromic",,1,,13,C1413762
9,CTCF,CCCTC-binding factor,,16,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,10.45,29,C1422163
9,CTNNA2,catenin alpha 2,,2,"Rare Single Gene Mutation, Syndromic",,1,,5,C1413796
9,CTNNA3,"catenin (cadherin-associated protein), alpha 3",,10,"Rare Single Gene Mutation, Genetic Association",2.0,0,,21,C1413797
9,CTNNB1,catenin beta 1,,3,"Rare Single Gene Mutation, Syndromic",1.0,0,32.75,46,C1332803
9,CTNND1,catenin delta 1,,11,"Rare Single Gene Mutation, Syndromic",2.0,0,,3,C1413800
9,CTNND2,"Catenin (cadherin-associated protein), delta 2",,5,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,18,C1413801
9,CTR9,"CTR9homolog, Paf1/RNA polymerase II complex component",,11,"Rare Single Gene Mutation, Syndromic",3.0,1,,9,C1824811
9,CTTNBP2,cortactin binding protein 2,,7,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,24.8,16,C1423652
9,CUL2,cullin 2,,10,Rare Single Gene Mutation,3.0,0,,5,C1332810
9,CUL3,Cullin 3,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,18.4,42,C1332811
9,CUL4B,cullin 4B,,X,Rare Single Gene Mutation,3.0,1,,5,C1413826
9,CUL7,Cullin 7,,6,Rare Single Gene Mutation,2.0,0,,9,C1427252
9,CUX1,cut like homeobox 1,,7,"Rare Single Gene Mutation, Functional",2.0,0,,15,C1413827
9,CUX2,cut like homeobox 2,,12,"Rare Single Gene Mutation, Syndromic",2.0,1,,17,C1426179
9,CX3CR1,Chemokine (C-X3-C motif) receptor 1,,3,"Rare Single Gene Mutation, Functional",2.0,0,,4,C1439296
9,CYFIP1,cytoplasmic FMR1 interacting protein 1,,15,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,25,C1422186
9,CYFIP2,cytoplasmic FMR1 interacting protein 2,,5,"Rare Single Gene Mutation, Functional",3.0,0,,9,C1422187
9,CYLC2,"cylicin, basic protein of sperm head cytoskeleton 2",,9,Rare Single Gene Mutation,2.0,0,,4,C1413849
9,CYP27A1,cytochrome P450 family 27 subfamily A member 1,,2,"Rare Single Gene Mutation, Syndromic",,1,,7,C1413864
9,DAGLA,diacylglycerol lipase alpha,,11,"Rare Single Gene Mutation, Functional",2.0,0,,7,C1412864
9,DAPP1,Dual adaptor of phosphotyrosine and 3-phosphoinositides,,4,Rare Single Gene Mutation,2.0,0,,3,C1424332
9,DCC,DCCnetrin 1 receptor,,18,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C0079414
9,DDC,dopa decarboxylase,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1413943
9,DDHD2,DDHD domain containing 2,,8,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,7,C1428790
9,DDX23,DEAD-box helicase 23,,12,"Rare Single Gene Mutation, Syndromic",,1,,4,C1424920
9,DDX3X,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked",,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,78.6,64,C1413962
9,CTPS1,CTP synthase 1,,1,Rare Single Gene Mutation,3.0,0,,3,C1413804
9,CXXC5,CXXC finger protein 5,,5,"Rare Single Gene Mutation, Functional",3.0,0,,5,C1428636
9,CYP11B1,"cytochrome P450, family 11, subfamily B, polypeptide 1",,8,Syndromic,2.0,0,,4,C1413856
9,DDX53,DEAD (Asp-Glu-Ala-Asp) box polypeptide 53,,X,Rare Single Gene Mutation,2.0,0,7.3,7,C1426669
9,DEAF1,DEAF1 transcription factor,,11,"Rare Single Gene Mutation, Syndromic",1.0,1,30.9,39,C1422833
9,DENR,density-regulated protein,,12,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1413979
9,DEPDC5,DEP domain containing 5,,22,"Rare Single Gene Mutation, Syndromic, Functional",,1,,27,C1539268
9,DGKI,diacylglycerol kinase iota,,7,"Rare Single Gene Mutation, Genetic Association",3.0,0,,5,C1414035
9,DHCR7,7-dehydrocholesterol reductase,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,21,C1414040
9,DHX30,DExH-box helicase 30,,3,"Rare Single Gene Mutation, Syndromic",,1,,13,C1424502
9,DHX9,DExH-box helicase 9,,1,"Rare Single Gene Mutation, Syndromic",3.0,1,,5,C1413966
9,DIP2A,DIP2 disco-interacting protein 2 homolog A (Drosophila),,21,"Rare Single Gene Mutation, Functional",1.0,0,18.2,14,C1824937
9,DIP2C,disco interacting protein 2 homolog C,,10,Rare Single Gene Mutation,2.0,0,,8,C1824939
9,DIPK2A,divergent protein kinase domain 2A,,3,Rare Single Gene Mutation,2.0,0,,3,C1824154
9,DISC1,disrupted in schizophrenia 1,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,4.6,39,C1414054
9,DIXDC1,DIX domain containing 1,,11,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1428199
9,DLG1,discs large MAGUK scaffold protein 1,,3,Rare Single Gene Mutation,2.0,0,,6,C1333225
9,DLG2,discs large MAGUK scaffold protein 2,,11,"Rare Single Gene Mutation, Functional",2.0,0,,16,C1414064
9,DLG4,discs large MAGUK scaffold protein 4,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,2.45,26,C1333226
9,DLGAP1,DLG associated protein 1,,18,"Rare Single Gene Mutation, Functional",2.0,0,,13,C1414067
9,DENND2B,DENN domain containing 2B,,11,"Rare Single Gene Mutation, Syndromic",3.0,1,,6,C0812376
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",,8,Rare Single Gene Mutation,2.0,0,2.8,20,C1414068
9,DLGAP3,DLG associated protein 3,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,13,C1428966
9,DLL1,delta like canonical Notch ligand 1,,6,"Rare Single Gene Mutation, Syndromic",2.0,1,,6,C1414070
9,DLX2,distal-less homeobox 2,,2,Genetic Association,2.0,0,,11,C1414076
9,DLX3,distal-less homeobox 3,,17,Rare Single Gene Mutation,2.0,0,,4,C1414077
9,DLX6,distal-less homeobox 6,,7,Rare Single Gene Mutation,2.0,0,,10,C1414080
9,DMD,"dystrophin (muscular dystrophy, Duchenne and Becker types)",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,40.95,55,C1414083
9,DMPK,dystrophia myotonica-protein kinase,,19,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,3.75,13,C1414085
9,DMWD,"DM1 locus, WD repeat containing",,19,Rare Single Gene Mutation,2.0,0,,4,C1414088
9,DMXL2,Dmx-like 2,,15,Rare Single Gene Mutation,2.0,0,,10,C1414090
9,DNAH10,"Dynein, axonemal, heavy chain 10",,12,Rare Single Gene Mutation,2.0,0,,11,C1414093
9,DNAH17,dynein axonemal heavy chain 17,,17,Rare Single Gene Mutation,2.0,0,,10,C1414098
9,DNAH3,dynein axonemal heavy chain 3,,16,Rare Single Gene Mutation,2.0,0,,10,C1414100
9,DNER,Delta/notch-like EGF repeat containing,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1824952
9,DNM1,dynamin 1,,9,Rare Single Gene Mutation,3.0,0,,12,C1414118
9,DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,15.9,37,C1414123
9,DOCK1,Dedicator of cytokinesis 1,,10,Rare Single Gene Mutation,2.0,0,,4,C1333245
9,DOCK4,Dedicator of cytokinesis 4,,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,12,C1426080
9,DOCK8,dedicator of cytokinesis 8,,9,Rare Single Gene Mutation,2.0,0,,12,C1426079
9,DOLK,dolichol kinase,,9,"Rare Single Gene Mutation, Syndromic",,1,,5,C1428074
9,DPP10,Dipeptidyl-peptidase 10,,2,Rare Single Gene Mutation,2.0,0,,14,C1427153
9,DPP3,dipeptidyl peptidase 3,,11,Rare Single Gene Mutation,2.0,0,,4,C1414140
9,DPP4,Dipeptidyl-peptidase 4,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1414141
9,DPP6,dipeptidyl-peptidase 6,,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,29,C1414142
9,DPYD,dihydropyrimidine dehydrogenase,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,17,C1366555
9,DPYSL2,dihydropyrimidinase like 2,,8,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,1.0,17,C1414145
9,DPYSL3,dihydropyrimidinase like 3,,5,Rare Single Gene Mutation,2.0,0,,3,C1414146
9,DRD2,Dopamine receptor D2,,11,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1333253
9,DRD3,dopamine receptor D3,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,9,C1414148
9,DSCAM,Down syndrome cell adhesion molecule,,21,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,13.5,22,C1414159
9,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,,20,"Rare Single Gene Mutation, Functional",3.0,0,,5,C1424111
9,DOT1L,DOT1 like histone lysine methyltransferase,,19,"Rare Single Gene Mutation, Syndromic",2.0,1,,6,C1428431
9,DST,Dystonin,,6,Rare Single Gene Mutation,2.0,0,,12,C1539312
9,DUSP15,dual specificity phosphatase 15,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1424112
9,DVL3,Dishevelled segment polarity protein 3,,3,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1414202
9,DYDC1,DPY30 domain containing 1,,10,Rare Single Gene Mutation,2.0,0,,2,C1539320
9,DYDC2,DPY30 domain containing 2,,10,,2.0,0,,1,C1539321
9,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,,14,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,13.45,41,C1825005
9,DYRK1A,Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,,21,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,20.2,96,C1414204
9,EBF3,early B-cell factor 3,,10,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,9.75,26,C1426003
9,ECPAS,Ecm29 proteasome adaptor and scaffold,,9,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1428777
9,EEF1A2,Eukaryotic translation elongation factor 1 alpha 2,,20,"Rare Single Gene Mutation, Syndromic",,1,,24,C1414273
9,EFR3A,EFR3 homolog A (S. cerevisiae),,8,Rare Single Gene Mutation,2.0,0,,9,C2239372
9,EGR3,early growth response 3,,8,Rare Single Gene Mutation,2.0,0,,3,C1414316
9,EHMT1,Euchromatic histone-lysine N-methyltransferase 1,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,13.5,46,C1539338
9,DRD1,Dopamine receptor D1,,5,"Genetic Association, Functional",2.0,0,,4,C1333250
9,EIF3F,eukaryotic translation initiation factor 3 subunit F,,11,Rare Single Gene Mutation,3.0,0,,7,C1414342
9,EIF3G,eukaryotic translation initiation factor 3 subunit G,,19,Rare Single Gene Mutation,1.0,0,1.5,5,C1414341
9,EIF4E,eukaryotic translation initiation factor 4E,,4,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,3.6,15,C1414351
9,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,,3,"Rare Single Gene Mutation, Functional",3.0,0,,4,C1414356
9,EIF5A,eukaryotic translation initiation factor 5A,,17,"Rare Single Gene Mutation, Syndromic",3.0,0,,4,C1414360
9,ELAVL2,ELAV like neuron-specific RNA binding protein 2,,9,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,7,C1414372
9,ELAVL3,ELAV like neuron-specific RNA binding protein 3,,19,Rare Single Gene Mutation,1.0,0,1.0,6,C1414373
9,ELOVL2,ELOVL fatty acid elongase 2,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2,C1422633
9,ELP2,elongator acetyltransferase complex subunit 2,,18,"Rare Single Gene Mutation, Syndromic",2.0,1,,7,C1425394
9,ELP4,Elongator acetyltransferase complex subunit 4,,11,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1412870
9,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",,11,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1425282
9,EN2,engrailed homolog 2,,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,27,C1414396
9,ENOX2,ecto-NOX disulfide-thiol exchanger 2,,X,"Rare Single Gene Mutation, Genetic Association",3.0,0,,2,C1413628
9,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,,6,Rare Single Gene Mutation,3.0,0,,5,C1414407
9,EP300,E1A binding protein p300,,22,"Rare Single Gene Mutation, Syndromic",1.0,1,23.6,31,C1333336
9,EP400,E1A binding protein p400,,12,"Rare Single Gene Mutation, Functional",2.0,0,,13,C1420836
9,EPC2,Enhancer of polycomb homolog 2 (Drosophila),,2,Rare Single Gene Mutation,2.0,0,,6,C1539360
9,EPHA1,EPH receptor A1,,7,Rare Single Gene Mutation,2.0,0,,8,C0812262
9,EPHB1,EPH receptor B1,,3,Rare Single Gene Mutation,3.0,0,,10,C1366441
9,EPHB2,EPH receptor B2,,1,"Rare Single Gene Mutation, Functional",2.0,0,,9,C1333340
9,EPPK1,epiplakin 1,,8,Rare Single Gene Mutation,2.0,0,,11,C1423589
9,ERBIN,erbb2 interacting protein,,5,Rare Single Gene Mutation,2.0,0,,9,C1333352
9,ERG,"ERG, ETS transcription factor",,21,Genetic Association,2.0,0,,1,C0599295
9,ERMN,ermin,,2,Rare Single Gene Mutation,2.0,0,,1,C1428813
9,ESR2,estrogen receptor 2 (ER beta),,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,9,C1414462
9,ESRRB,estrogen-related receptor beta,,14,"Rare Single Gene Mutation, Genetic Association",2.0,0,,9,C1414465
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",,19,Rare Single Gene Mutation,2.0,0,,5,C1414472
9,EXOC3,exocyst complex component 3,,5,Rare Single Gene Mutation,2.0,0,,3,C1825075
9,EXOC5,exocyst complex component 5,,14,Rare Single Gene Mutation,2.0,0,,2,C1825078
9,EXOC6,exocyst complex component 6,,10,Rare Single Gene Mutation,2.0,0,,3,C1427982
9,EXOC6B,exocyst complex component 6B,,2,Rare Single Gene Mutation,2.0,0,,5,C1825079
9,EXT1,Exostosin 1,,8,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C0694878
9,FABP4,fatty acid binding protein 4,,8,Rare Single Gene Mutation,3.0,0,,3,C1333527
9,FABP5,fatty acid binding protein 5 (psoriasis-associated),,8,"Rare Single Gene Mutation, Functional",2.0,0,,8,C1333528
9,FAM47A,family with sequence similarity 47 member A,,X,Rare Single Gene Mutation,2.0,0,0.45,2,C1539447
9,FAM98C,family with sequence similarity 98 member C,,19,Rare Single Gene Mutation,2.0,0,,4,C1825219
9,FAN1,FANCD2/FANCI-associated nuclease 1,,15,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,5,C3147283
9,FAT1,FAT atypical cadherin 1,,4,"Rare Single Gene Mutation, Functional",2.0,0,,14,C0812278
9,FBN1,Fibrillin 1,,15,"Rare Single Gene Mutation, Syndromic",2.0,0,,18,C1414542
9,FBRSL1,fibrosin like 1,,12,"Rare Single Gene Mutation, Syndromic",,1,,4,C2681526
9,FBXL13,F-box and leucine rich repeat protein 13,,7,Rare Single Gene Mutation,3.0,0,,3,C1539481
9,FBXO11,F-box protein 11,,2,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,17,C1422085
9,FBXO33,F-box protein 33,,14,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1426460
9,FBXO40,F-box protein 40,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1539494
9,FCRL6,Fc receptor like 6,,1,Rare Single Gene Mutation,2.0,0,,4,C1539516
9,FEZF2,FEZ family zinc finger 2,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,12,C1825291
9,FGA,Fibrinogen alpha chain,,4,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1414592
9,FGF13,fibroblast growth factor 13,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",3.0,1,,4,C1414598
9,FGF14,fibroblast growth factor 14,,13,Rare Single Gene Mutation,3.0,0,,2,C1414599
9,FGFR1,fibroblast growth factor receptor 1,,8,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C0919509
9,FHIT,fragile histidine triad gene,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,12,C0919457
9,FLNA,filamin A,,X,"Rare Single Gene Mutation, Syndromic, Functional",3.0,0,,13,C1414635
9,FMR1,fragile X messenger ribonucleoprotein 1,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,76,C1414649
9,FOXG1,Forkhead box G1,,14,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,5.7,66,C0812297
9,FOXP1,forkhead box P1,,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,60.45,89,C1414688
9,FOXP2,forkhead box P2,,7,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,,60,C1422249
9,FRG1,FSHD region gene 1,,4,Rare Single Gene Mutation,2.0,0,,3,C1414815
9,FRK,fyn-related kinase,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1333577
9,FRMD5,FERM domain containing 5,,15,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,5,C1825313
9,FRMPD4,FERM and PDZ domain containing 4,,X,"Rare Single Gene Mutation, Syndromic",,1,,13,C1825317
9,FRRS1L,ferric chelate reductase 1 like,,9,Rare Single Gene Mutation,3.0,0,,2,C1413032
9,FRYL,FRY like transcription coactivator,,4,"Rare Single Gene Mutation, Syndromic",3.0,1,,9,C1825320
9,FXN,frataxin,,9,Rare Single Gene Mutation,3.0,0,,2,C1414812
9,G3BP2,G3BP stress granule assembly factor 2,,4,Rare Single Gene Mutation,2.0,0,,7,C1825326
9,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,,9,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,16,C1846414
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",,X,"Rare Single Gene Mutation, Syndromic",,1,,3,C1414910
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",,4,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,10,C1414911
9,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,,5,Rare Single Gene Mutation,1.0,0,0.3,7,C1414915
9,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",,15,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,,52,C1414916
9,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,,4,"Rare Single Gene Mutation, Functional",3.0,0,,7,C1414909
9,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma 2,,5,"Rare Single Gene Mutation, Genetic Association",3.0,0,,12,C1414920
9,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,,15,"Rare Single Gene Mutation, Genetic Association",2.0,0,,13,C1414921
9,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1426498
9,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,,2,Rare Single Gene Mutation,2.0,0,,6,C1428014
9,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1427801
9,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,,1,"Rare Single Gene Mutation, Syndromic",,1,,6,C1414952
9,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8,,12,Rare Single Gene Mutation,2.0,0,,4,C1414958
9,GAS2,Growth arrest-specific 2,,11,Genetic Association,2.0,0,,1,C1333659
9,GATM,Glycine amidinotransferase (L-arginine:glycine amidinotransferase),,15,Syndromic,,1,,2,C1414997
9,GBE1,"1,4-alpha-glucan branching enzyme 1",,3,Rare Single Gene Mutation,2.0,0,,5,C1415001
9,GDA,guanine deaminase,,9,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1415029
9,GFAP,glial fibrillary acidic protein,,17,Rare Single Gene Mutation,1.0,0,0.3,2,C1415042
9,GGNBP2,gametogenetin binding protein 2,,17,Rare Single Gene Mutation,2.0,0,,3,C1426189
9,GIGYF1,GRB10 interacting GYF protein 1,,7,Rare Single Gene Mutation,1.0,0,17.25,22,C2239491
9,GIGYF2,GRB10 interacting GYF protein 2,,2,Rare Single Gene Mutation,1.0,0,,10,C1420838
9,GLI3,GLI family zinc finger 3,,7,"Rare Single Gene Mutation, Syndromic",3.0,0,,6,C0812382
9,GLIS1,GLIS family zinc finger 1,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1539572
9,GLO1,glyoxalase I,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C1415104
9,GLRA2,"glycine receptor, alpha 2",,X,"Rare Single Gene Mutation, Functional",2.0,0,,18,C1415108
9,GNAI1,G protein subunit alpha i1,,7,"Rare Single Gene Mutation, Syndromic",1.0,1,2.1,7,C1415142
9,GNAS,GNAS complex locus,,20,Rare Single Gene Mutation,2.0,0,,10,C1366550
9,GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",,22,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1415150
9,GNB2,G protein subunit beta 2,,7,"Rare Single Gene Mutation, Syndromic",,1,,7,C1333688
9,GPC4,glypican 4,,X,Rare Single Gene Mutation,2.0,0,,3,C1415196
9,GPC5,glypican 5,,13,Rare Single Gene Mutation,3.0,0,,9,C1415197
9,GPC6,glypican 6,,13,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1415198
9,GPD2,glycerol-3-phosphate dehydrogenase 2,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1415200
9,GPHN,Gephyrin,,14,Rare Single Gene Mutation,2.0,0,,11,C1423507
9,GPR37,G protein-coupled receptor 37,,7,Rare Single Gene Mutation,2.0,0,,3,C1415231
9,GPR85,G protein-coupled receptor 85,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1415266
9,GPX1,glutathione peroxidase 1,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1415275
9,GRB10,growth factor receptor bound protein 10,,7,"Rare Single Gene Mutation, Functional",3.0,0,,12,C1366512
9,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,,5,"Rare Single Gene Mutation, Syndromic",2.0,0,,15,C1415287
9,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,,4,Rare Single Gene Mutation,1.0,0,12.0,16,C1415288
9,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,,X,"Rare Single Gene Mutation, Syndromic, Functional",,1,,18,C1333710
9,GRID1,"Glutamate receptor, ionotropic, delta 1",,10,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1415290
9,GRID2,"glutamate receptor, ionotropic, delta 2",,4,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,11,C1415291
9,GRID2IP,Grid2 interacting protein,,7,Rare Single Gene Mutation,2.0,0,,5,C1539616
9,GRIK2,glutamate ionotropic receptor kainate type subunit 2,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,23,C1415294
9,GRIK3,glutamate ionotropic receptor kainate type subunit 3,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1415295
9,GRIK4,"Glutamate receptor, ionotropic, kainate 4",,11,"Rare Single Gene Mutation, Functional",2.0,0,,7,C1415296
9,GRIK5,"Glutamate receptor, ionotropic, kainate 5",,19,Rare Single Gene Mutation,2.0,0,,10,C1415297
9,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,34,C1415298
9,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,3.6,73,C1415299
9,GRIN2B,"glutamate receptor, inotropic, N-methyl D-apartate 2B",,12,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,29.65,94,C1415300
9,GRIP1,glutamate receptor interacting protein 1,,12,Rare Single Gene Mutation,2.0,0,,16,C1425727
9,GRK4,G protein-coupled receptor kinase 4,,4,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1333698
9,GRM5,glutamate metabotropic receptor 5,,11,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,12,C1333712
9,GRM7,"Glutamate receptor, metabotropic 7",,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,19,C1415309
9,GTF2I,general transcription factor IIi,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,12,C1415347
9,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,,11,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1415359
9,H1-4,"H1.4 linker histone, cluster member",,6,"Rare Single Gene Mutation, Syndromic",,1,,11,C1415388
9,H2BC11,H2B clustered histone 11,,6,Rare Single Gene Mutation,2.0,0,,3,C5202791
9,H3-3B,H3.3 histone B,,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3.0,1,,7,C1415428
9,H4C11,H4 clustered histone 11,,6,"Rare Single Gene Mutation, Syndromic",,1,,4,C1415445
9,H4C3,H4 clustered histone 3,,6,"Rare Single Gene Mutation, Syndromic",,1,,3,C1415447
